x,y,popDensity,DEM,Tem,Pre,slop
114.354,36.574,1239.031946,113,14.04615216,524.3715946,0.704808486
115.286,36.6121,680.2430225,36,14.24793785,555.5990607,0.102484536
115.005,36.5039,828.0799243,53,14.31641342,549.3185366,0.088861155
114.477,36.5035,1431.267809,67,14.33058075,527.7501524,0.226591894
114.858,36.866,883.7599375,39,14.24594429,523.2663224,0.074121575
114.574,36.2612,787.6951624,64,14.43887318,545.2126583,0.073157991
115.195,36.7884,474.5004086,43,14.19242159,542.4117725,0.055466647
115.026,36.7459,686.4436509,41,14.25445654,536.7559728,0.063278158
113.732,36.5898,253.2334831,599,11.21282897,561.9957223,4.057077043
114.924,36.2449,922.8123547,54,14.42958849,560.577545,0.066437238
114.046,36.7423,450.6983001,420,12.12573518,544.4395921,2.716107751
114.616,36.786,1130.952189,43,14.23933575,518.2396203,0.260401639
115.477,38.2371,660.3381028,26,13.46328899,507.228215,0.085932952
116.318,37.9059,424.6077874,29,13.56503646,535.2226167,0.117226578
115.964,37.3497,474.4786366,26,13.87200443,545.5024759,0.104581585
115.459,37.5469,328.1503732,19,13.85846542,520.6370721,0.081278044
116.19,37.6615,390.5459145,24,13.68596562,540.0469862,0.109860309
115.729,38.2174,444.3484661,24,13.46970795,515.2626957,0.116510137
115.575,37.9514,386.3194942,21,13.63808822,514.3268563,0.083276497
115.657,37.7179,1006.857611,33,13.73473859,522.7512658,0.116492698
115.91,38.0449,402.2998724,10,13.60208663,521.6199466,0.084759181
115.935,37.8201,320.5408016,9,13.6755971,528.0132563,0.123387318
115.747,37.4544,407.1683097,20,13.84968181,534.3038481,0.077715092
116.753,39.3419,825.1990509,18,12.84534548,553.9238801,0.137512984
116.563,39.1034,934.3736108,9,13.02605733,540.3953288,0.085225341
116.936,39.8924,974.5952535,7,12.5075361,574.9458004,0.172521298
116.579,38.6617,537.6540396,2,13.24243159,532.9196842,0.10810454
116.278,39.3448,826.0272829,18,12.89669528,532.6822573,0.092706546
116.623,39.5378,1408.891101,24,12.72948524,553.0545445,0.114780323
117.008,39.9592,1520.545457,21,12.34316226,581.8513069,0.481047225
116.481,38.9064,527.267468,7,13.11602752,534.7855362,0.161952315
117.039,39.7355,1001.608268,7,12.58778348,577.0968825,0.104933996
116.547,39.2953,501.580604,17,12.88340045,544.9359702,0.115143377
119.421,39.8465,823.3596259,23,11.40053043,599.7743235,0.458812814
119.096,39.6248,396.0049571,25,11.677415,599.1657798,0.426067905
119.265,39.9565,280.1506574,32,10.88217221,615.6257632,1.767798072
119.58,40.0711,1358.551134,74,10.40132627,612.5244035,2.190642268
118.973,39.9171,348.2541975,96,11.21225779,616.7840061,1.250999274
119.128,40.3467,122.8845547,173,9.243851687,642.2167087,3.31993116
119.741,40.0159,792.743776,6,10.69878572,602.5261312,1.774553523
114.592,37.6156,808.0603352,56,13.80457345,486.5530662,0.195999085
114.804,38.0483,910.2452868,55,13.52900577,486.8456833,0.099993321
115.078,37.9839,839.7571114,42,13.59747117,497.5381241,0.115376086
114.037,38.073,1086.378443,299,12.10704185,482.9918209,2.147631582
114.068,37.9851,181.8365508,284,11.44381843,502.497593,3.655804891
114.173,38.5057,289.7457061,224,11.58188052,486.2783684,3.000478404
114.336,38.0759,957.6022274,99,13.06120476,476.5246685,1.650539072
114.629,37.8919,1077.581314,52,13.64276707,482.0435758,0.080837767
113.861,38.4007,160.3060442,421,10.80475524,490.9510422,4.455692561
114.443,38.0249,4156.067812,74,13.4968703,473.6244288,0.169841687
115.217,38.1877,724.9742735,37,13.47398868,499.4809326,0.094011147
114.938,38.1777,906.3122047,43,13.47076879,489.5802853,0.117891404
115.286,37.9155,624.9276058,34,13.65223033,505.8180099,0.077756075
114.441,38.0992,2789.934543,74,13.43044268,472.6916384,0.173637673
114.748,38.3715,918.0658646,53,13.30058974,480.5535637,0.234019164
114.446,38.5388,394.2153218,153,12.58589275,476.8840157,0.951936432
114.578,38.0089,7213.046319,62,13.53411343,478.912317,0.090006360999999993
114.417,37.8008,582.3179804,112,13.17517185,486.1670754,1.466407434
114.274,37.6199,285.4753524,358,12.28681733,506.7336772,3.355431651
114.577,38.0801,7525.850353,64,13.47934552,477.8629492,0.093197713
114.82,37.7622,754.0626714,41,13.74955242,491.4259769,0.078540492
114.555,38.2233,1140.372795,57,13.38783414,474.9430855,0.198967627
118.418,39.1836,237.1937035,4,12.39938232,575.9558706,0.101036029
118.131,39.4331,409.2102175,1,12.38490564,587.3627398,0.092698105
118.075,39.8046,607.7215634,25,11.9548228,610.520912,0.717304607
118.432,39.7151,1262.642048,28,11.88753222,607.7742615,0.507004664
118.27,39.7022,1163.718165,16,12.08098013,604.5168357,0.397722527
118.937,39.3355,259.5397441,18,12.01821138,585.2509853,0.161142957
118.148,39.6513,6847.365374,8,12.22568232,600.1971101,0.153205955
117.899,39.4615,1364.632633,3,12.45979453,586.6858884,0.110263846
118.566,39.4244,407.332246,8,12.12656812,590.5309478,0.143406491
118.576,39.7779,511.9265479,56,11.70186512,611.5245148,0.617170399
118.674,40.0336,631.3209219,45,11.22378099,623.656537,1.061110147
118.359,40.2314,252.0578792,215,10.58837205,636.7089131,2.257440187
117.722,39.8119,568.4852289,6,12.21261378,604.0096585,0.456062562
117.945,40.1306,468.5843918,49,11.41001581,624.3782619,1.653373799
114.697,37.512,642.8182619,32,13.94398073,492.0284279,0.100320524
115.187,37.0784,552.5530343,28,14.12237983,527.3860335,0.070989039
115.047,37.2706,542.5450299,24,14.05120147,513.8283724,0.090002252
114.374,37.4566,256.654223,108,12.85861905,504.9323871,2.228557058
115.518,36.8511,602.331851,29,14.13876414,552.683111,0.087076566
114.779,37.3567,641.3570896,33,14.00524749,500.4822359,0.141148554
115.466,37.2795,464.1149127,28,13.93446111,531.5542095,0.071739082
114.742,37.0113,860.5159215,37,14.18124489,512.1223717,0.075906387
114.346,37.3119,330.4163169,167,12.60440622,516.3058411,2.231031568
115.008,37.6046,669.050369,30,13.86868844,501.914095,0.109442186
114.994,37.0465,805.400082,27,14.17319653,520.4740552,0.067194801
115.681,37.0344,837.9736167,34,14.02099007,550.4942024,0.065312584
114.761,37.1667,802.1190397,34,14.12579118,506.0893729,0.110301744
114.268,36.9317,444.6153959,240,12.9688905,523.7295532,2.030395694
115.376,37.0681,490.4282258,31,14.07358059,536.3197226,0.082073619
114.556,37.0878,1895.314489,61,14.07746481,502.8671447,0.12039934099999999
115.243,37.4924,369.9264285,31,13.89190048,514.594603,0.068414797
114.134,37.1448,422.0155858,337,12.138127,525.4879055,2.984976346
115.88,40.9489,37.60044972,1067,5.694463593,529.6804269,4.182206832
115.208,41.0186,44.88391924,1352,4.223521534,494.5571134,4.179972831
115.622,41.5712,44.92925454,1439,3.195563002,462.2943076,1.272112296
114.493,40.5509,107.2401669,1016,6.701959895,440.1900186,3.139333995
115.623,40.3412,196.1771086,453,8.46491468,524.5125055,3.921149556
114.592,41.776,41.08279804,1392,3.619196701,370.1033228,0.771260864
115.043,40.7573,693.4353062,866,7.338718896,444.8378732,3.018915578
114.855,40.7854,4618.901881,733,7.760903198,416.7882376,1.652636708
114.141,41.1205,39.5905271,1510,4.790072203,397.6137317,1.578689827
114.6,40.8367,192.3134841,1163,6.8313204,412.2304764,2.215090503
114.699,39.8734,128.9416055,995,6.115046224,544.4573822,4.150358527
115.306,40.54,203.4321448,729,8.115517958,477.5067136,3.059806326
115.044,40.5262,268.7135563,674,7.317833252,473.533979,3.260819446
114.38,40.1323,111.1415407,830,7.235425849,464.3665258,3.214921482
114.757,41.2842,73.62384542,1386,4.065287376,429.5820469,1.029335202
115.213,40.0947,105.1281699,1233,7.006022366,545.233661,5.493402603
114.293,36.1399,690.8664289,83,14.09248641,550.3589712,0.82899281
114.374,36.1369,5827.812336,76,14.49302531,545.261725,0.114689272
113.848,36.0098,461.3096257,401,12.53908681,578.3130877,3.498123378
114.248,36.0443,1202.583441,143,14.1990008,553.2102951,0.797531629
114.811,35.9005,594.1841954,56,14.59482445,577.0936247,0.100195595
114.45,35.9023,706.6111025,69,14.5533255,563.6732158,0.278079039
114.412,36.0341,2212.26215,77,14.52343881,553.2941698,0.147463951
114.283,36.1336,3380.320589,90,14.44316961,542.9068294,0.244543807
114.126,35.9685,439.1205332,197,13.68616097,565.3872386,1.875548689
114.477,35.6715,662.9673017,48,14.7220996,579.294061,0.274509919
114.22,35.7872,1187.4226,132,14.23656369,570.9736419,1.345968326
114.156,35.6612,460.0862594,97,14.10033351,582.1377423,1.905992946
114.217,35.9171,1162.783248,184,14.18258006,561.7542293,0.892405349
112.392,35.0996,383.3238439,344,13.82697737,596.0886236,3.211581814
113.051,35.186,810.6537429,92,14.51334868,585.4261804,1.540076897
113.207,35.2361,4846.593394,80,14.76761557,577.7761045,1.677883407
113.361,35.2937,1045.982976,81,15.03325774,570.5591639,0.769385905
112.758,34.9226,665.869045,121,15.23921891,593.5018598,0.5069256
112.876,35.1287,759.5467733,114,14.82834668,580.7783147,1.485096243
113.228,35.1916,1564.822921,57,15.18797677,574.7067487,0.602274931
113.052,34.9386,732.6278528,104,15.24561984,597.6044284,0.195803998
113.392,35.0482,808.1168507,101,15.19542026,594.2589095,0.355528202
113.355,35.3135,370.8054233,98,13.82125725,595.7356867,2.542559004
113.15,35.2689,851.4838383,254,13.88018115,592.9704493,2.794008801
114.294,34.7339,2340.942433,73,14.95392712,660.7337585,0.081164248
114.273,34.8245,1458.535107,83,14.9189168,650.5527917,0.146238572
114.756,34.5005,741.8491253,63,14.98802966,704.3922514,0.080985695
114.423,34.8077,3138.721939,77,14.90914645,657.4938618,0.060587175
114.49,34.4364,706.3288192,63,15.05693131,702.053507,0.059890996
114.149,34.3834,645.4062182,71,15.06274665,698.5528519,0.115181528
114.469,34.7085,542.7084639,76,14.9449421,669.8900034,0.088779839
114.379,34.7414,2165.356383,75,14.93800574,663.1234251,0.095786969
112.503,34.7077,7237.657505,111,15.49382559,611.3531372,0.605540614
112.578,34.9011,927.5812604,118,15.34969418,590.3838908,0.719979247
112.336,34.6267,3594.623267,205,15.2899272,624.6337474,1.135602043
112.438,34.7155,4603.088249,167,15.28428138,613.5500043,0.950538505
111.604,33.9094,132.7186704,1404,11.53085244,818.7917337,5.092727977
112.538,34.6027,1755.133774,120,15.25677511,631.5900875,1.246398092
111.494,34.3418,168.5093522,424,13.07319626,693.6784886,3.488316866
112.469,34.8265,567.9806978,270,14.89256712,607.876583,1.194830305
112.422,34.0578,328.6541473,538,13.23657186,755.1047925,3.441234323
112.037,34.0071,180.9833496,949,12.82492389,774.3800886,4.456509888
112.374,34.6958,6412.866622,139,15.39119188,613.3514204,0.772206768
112.116,34.8321,416.2002669,329,14.18818238,615.9672486,2.160640178
112.774,34.6394,818.846803,152,14.73234327,641.7203,2.021418116
112.456,34.4009,745.3194259,275,14.6138511,673.7496898,1.637263893
112.017,34.479,358.1934426,339,14.27703306,663.9849157,2.218511001
113.95,33.8395,741.2138182,55,15.32852337,767.8189989,0.118783804
113.667,33.5446,579.3325216,78,15.30564286,807.2543888,0.177122721
113.932,33.6667,1117.010424,66,15.34687922,795.4197962,0.118298048
113.915,33.5323,1401.446037,64,15.37829157,817.3533848,0.143061714
114.176,33.567,917.2375658,64,15.3637703,820.2764368,0.152164189
113.005,33.2961,345.0004869,191,14.95133543,825.9751355,1.22715183
112.383,33.4689,186.2808383,222,13.99741005,812.334889,3.859221176
111.836,33.2226,237.9039377,232,14.70453768,827.8547491,3.2832224
112.986,32.9784,483.1317382,115,15.44634963,859.1433654,0.352576515
112.846,32.6169,432.5428164,113,15.75077435,891.8848811,0.403947127
113.422,32.4918,196.1287092,166,15.20905414,975.3145615,1.596836541
112.626,32.907,762.0856515,122,15.72673024,839.6495398,0.130949198
112.461,33.0324,854.797941,137,15.59415981,822.3685794,0.379998206
111.427,33.4839,129.8457379,614,13.60907997,833.5009934,4.95332511
111.433,32.9869,190.6000455,167,15.74363005,827.2437067,2.223723657
112.403,32.5491,567.8047711,80,16.1795473,860.4250558,0.157150874
112.18,33.0671,555.5979655,210,15.2715003,823.5239559,1.401348799
113.021,33.9123,679.8912621,125,15.06893587,736.7534561,0.747080567
113.22,34.0008,698.0995869,94,15.04783365,728.9385772,0.93729229
112.728,33.7439,327.1016587,122,14.3889021,771.5417538,2.776611621
112.883,33.8887,1334.166391,174,14.97670422,739.0249939,0.99768077
113.363,33.763,2920.058159,89,15.07371231,766.7162464,1.690034881
113.513,33.2854,470.7278986,120,14.89300993,854.3215565,1.511202753
113.176,33.7669,1714.767661,81,15.40561958,753.2159164,0.957478977
113.338,33.5461,506.5888964,96,15.23784538,795.3415375,0.515821768
113.252,33.698,2988.60464,81,15.40172615,765.5940588,0.301076155
115.53,35.7969,740.3855483,32,14.55625341,617.043,0.122825644
115.028,35.7766,1984.036961,59,14.56800519,596.0875666,0.100288086
115.235,36.0915,763.2984775,52,14.44531957,584.2043687,0.085655041
115.145,35.5863,670.5854414,63,14.6148961,615.5181786,0.189569804
115.159,35.9216,712.3977564,43,14.52734761,591.4171729,0.154810126
115.862,35.9584,731.6257579,24,14.45748471,622.4709099,0.169652534
111.269,34.767,1406.426323,576,13.9732088,597.8403386,2.570891774
110.767,34.4322,219.3571407,990,12.22245291,663.8929256,3.85794006
110.983,33.9685,86.62323534,733,11.7475506,767.3750614,4.2016559000000004
111.79,34.8345,228.0384431,708,13.21098036,628.7534768,3.054928321
111.364,34.6389,179.1104682,812,12.70921214,648.3355364,2.944585848
111.894,34.7448,1356.142212,449,13.93045876,627.795835,1.731027913
115.592,34.4783,907.5429227,40,14.98873548,740.2592813,0.173815504
115.165,34.6916,601.6694337,65,14.86160004,698.8604665,0.142529965
115.286,34.4502,705.4747262,46,14.99398164,730.9764794,0.128019126
115.03,34.3954,781.7697351,58,15.00403454,727.6048283,0.180264339
115.564,34.249,964.4239974,41,15.07675304,767.4127094,0.126463925
116.145,34.2188,604.1060755,35,15.07081306,796.4468506,0.116332948
115.902,34.3641,624.4081099,35,15.02608446,768.186309,0.086683206
115.296,34.107,767.3083525,43,15.1491209,774.9368516,0.097605995
114.478,35.0338,573.3262919,70,14.86477026,635.6227309,0.103505837
113.854,35.386,1254.449109,93,14.86496456,579.6448879,0.433869283
113.959,35.276,3081.817582,72,14.94100822,592.0338893,0.137515587
113.676,35.5378,499.1870815,108,13.43324048,592.4125939,3.541934414
113.639,35.1974,849.0455713,70,15.09727551,586.9554443,0.165475841
113.903,35.3385,3945.827862,73,14.94909747,583.9001559,0.110448944
113.839,35.2773,3753.893323,80,14.95537512,587.7487223,0.094184091
114.069,35.4951,554.0803096,95,14.19094993,591.7235519,1.347551926
113.828,35.2029,919.1451247,82,14.98154267,594.4285713,0.108845963
114.231,35.2726,495.4793009,89,14.8541282,603.3219179,0.140565875
113.945,35.0225,423.7465735,74,14.9697412,617.3921418,0.176599805
114.831,31.9376,323.7166977,73,16.21731174,1133.869956,0.544580745
115.313,32.4421,456.7236794,32,16.0625977,1042.887119,0.250906577
115.152,32.1292,387.845257,72,16.18772835,1105.835714,0.339673507
114.432,32.0277,237.5120324,99,16.02898953,1098.978287,0.968350643
114.052,32.3465,451.8067695,64,15.85105269,1029.441723,0.576704548
115.363,31.7619,218.3826379,89,15.68462141,1210.664831,2.40567167
113.956,32.0479,358.0462615,93,15.49106749,1077.748729,2.211379386
114.859,32.4074,354.1958359,39,16.09283771,1040.989837,0.161602231
114.847,31.6423,179.4387971,418,15.46690391,1208.857019,3.220954466
113.825,34.0451,717.5150886,75,15.20707385,734.8089982,0.197035116
113.811,34.0381,6287.969535,76,15.23629474,734.5892734,0.150428996
113.555,33.8571,731.1621919,78,15.24001948,754.7336016,0.367939418
114.191,34.0082,628.3442648,45,15.25405303,750.2994595,0.118625212
113.38,34.1959,756.3275018,141,14.59301084,715.1458884,1.322060626
113.842,34.232,1106.21166,94,15.07435486,710.7176179,0.178666299
113.029,34.4135,600.1547069,340,13.5468653,702.5132877,2.941789617
113.588,34.6794,6779.587308,179,14.77497323,651.1482253,0.62603489
113.749,34.6979,4706.383004,104,14.95899575,649.2067288,0.251444113
113.615,34.8922,2385.925185,104,15.01774732,621.2127136,0.435215266
113.738,34.8118,8860.866826,96,14.99555323,634.4681655,0.136165813
113.278,34.7896,3436.588233,185,14.77665521,630.5717489,0.817763209
113.427,34.5092,828.7983488,208,14.20426549,682.292895,1.67714395
113.723,34.4545,1326.730857,124,14.77391244,683.6947916,0.546585286
113.353,34.7972,827.996746,128,14.74570905,632.1575324,1.014308972
113.998,34.7142,683.326425,76,14.9700999,654.349157,0.152235402
113.541,34.7819,4895.752236,132,14.98373462,633.0513162,0.368504399
114.715,33.6227,1825.920213,45,15.38518313,825.9183913,0.124649766
115.289,33.6373,705.2317066,48,15.34949335,842.5017439,0.121752544
114.426,34.0958,476.1057382,55,15.18829747,745.656025,0.109141141
114.904,33.7147,765.0564517,42,15.30744823,818.2916688,0.19100369
114.537,33.5152,757.0132632,46,15.42775756,838.3327663,0.115216074
115.165,33.2907,890.6846721,49,15.52226627,892.3744952,0.128162957
114.843,34.0931,654.4326884,42,15.15395787,760.2702653,0.176113259
114.465,33.7889,574.8518944,52,15.30719642,792.3844669,0.117908779
114.88,33.2722,889.690649,38,15.56348487,887.6349704,0.118340339
113.395,32.862,291.2203077,260,15.03960625,917.8305397,1.229677293
114.635,32.9881,570.598955,41,15.72383128,931.6205283,0.155479965
113.962,32.7003,243.9438397,88,15.45538694,971.6541585,0.95174263
114.312,32.9174,412.317332,51,15.69357633,938.4489124,0.18580657
114.396,33.2967,665.4481313,50,15.50656466,872.0839962,0.174773149
113.889,33.1618,413.907263,63,15.39240999,882.9862878,0.540306425
113.911,33.3677,589.5310554,48,15.42253903,845.1494326,0.271931153
113.877,32.9685,603.0845204,104,15.34941611,919.6925536,0.982429165
114.486,32.5435,327.7081616,59,15.91276008,1009.874377,0.165924496
124.677,46.076,77.1353136,123,4.814320361,449.7934824,0.250398813
124.231,46.5539,32.9672556,122,4.813387078,454.6878857,0.178469638
124.876,46.3486,204.2115416,124,4.644044096,457.2195569,0.205832263
124.892,47.1502,54.73028176,165,4.057607599,487.1724042,0.15849143
125.12,46.5237,734.4357274,139,4.432167472,468.4334995,0.200006564
124.772,46.6998,497.7556387,137,4.515322617,466.2519785,0.177910086
125.055,46.7056,660.6722824,139,4.368975689,472.5266001,0.130666537
124.756,45.6403,79.70159628,132,5.138504981,453.3946184,0.212878462
125.294,45.8327,124.3988039,154,4.77146103,473.3536308,0.309801621
124.9,51.8001,1.125877041,723,-2.356538328,539.0985746,2.226468057
122.699,52.9346,2.922697414,454,-5.029333108,492.1669423,2.323015667
124.626,52.7072,3.647039547,500,-3.055561848,490.0748707,1.878447555
127.156,45.4773,205.3491346,265,3.821786378,603.5519106,1.547373047
127.313,46.3321,133.7714865,209,3.459760637,588.7167103,0.569714493
127.648,45.7755,115.6751394,157,3.457559827,612.509396,1.298078725
126.367,45.6664,2366.094228,134,4.823008111,533.952836,0.33862314
126.887,45.8453,1299.53155,164,4.220875897,565.9393225,0.454064981
128.936,45.8117,61.70791164,134,3.462385614,607.882631,1.60581903
126.803,46.1309,346.781464,161,4.053268922,555.6409996,0.315502778
127.919,46.2373,55.55012784,143,3.01324556,620.9987071,1.226913759
126.567,45.6483,8236.082243,173,4.527490434,552.2154042,0.347465423
126.659,45.5824,2419.7500449999998,193,4.463364095,561.8082431,0.290787706
128.311,45.0743,52.11510566,295,3.345485501,636.6187167,2.685961078
126.176,45.401,203.8153438,163,5.056056168,533.8419158,0.259208332
126.428,45.911,573.0878582,113,4.614715558,531.0173072,0.169936307
128.749,46.2395,31.79453846,223,2.683792878,629.6370508,2.300616947
127.48,44.7613,96.61264645,226,3.920642237,647.1689918,1.803465836
126.775,45.6966,3301.643713,177,4.362707865,563.9949937,0.367913579
128.451,45.4854,59.0130296,166,3.621819156,618.1861518,1.480628785
129.708,46.2653,56.0878221,181,3.567312411,596.4232079,1.473996291
130.233,47.3668,43.99261351,206,2.644487563,632.8251203,1.348139142
130.258,47.3156,11628.23758,177,2.962617576,627.3930308,0.675735949
130.566,47.7805,23.21728797,306,1.557502691,621.8920124,1.534189977
130.279,47.279,4131.404402,141,2.997657669,626.2809596,0.726907653
131.84,47.4748,41.43498102,58,2.524116281,571.5144018,0.116648885
130.289,47.3369,6882.686378,161,2.787795414,630.4050071,1.096551299
130.143,47.2436,492.3864243,171,2.964843589,629.9405551,0.979264108
130.313,47.3847,752.2264229,182,2.56192394,633.8677726,1.210090528
126.726,50.2194,16.08508498,578,-0.390850481,574.0434786,1.246659711
127.1,48.1073,42.85259499,338,1.555860299,589.1441038,0.652505775
125.758,49.5936,23.36264142,307,0.54491457,561.3582134,1.092244651
127.32,49.3945,15.36048089,268,0.946486227,554.2969412,1.079212281
127.179,48.6818,16.1248053,356,0.945380912,582.6164757,0.847862825
128.605,49.0314,7.684189702,292,-1.11297757,574.7688414,0.957255451
131.012,45.3749,395.207853,316,3.518819471,580.8077464,1.646611004
130.734,45.3622,131.5831441,345,3.715058304,575.4767698,1.886714608
130.906,45.1558,160.2635151,290,2.824704177,587.3739832,2.430217272
133.105,45.987,28.70581257,66,2.366741196,599.9834684,0.704869182
131.212,45.2625,65.54797749,182,2.711322375,590.3645439,1.818364629
130.943,45.2864,2739.351429,217,3.70697377,572.4325773,1.495074446
130.732,45.0819,97.39977368,401,2.986809272,583.3335888,2.519784457
130.534,45.2022,41.56346421,298,3.560706308,574.2208115,1.747658902
132.163,45.4603,43.80315482,152,2.383617664,597.1730686,0.677505228
130.439,46.7976,2192.743885,74,4.25066374,589.2182258,0.27904371
134.269,47.963,17.98854519,66,-1.317521984,629.8718244,0.161769354
132.523,47.1615,50.33310946,49,2.67389586,574.2264179,0.190429899
130.94,46.9785,65.53338361,75,4.11923867,583.4655596,0.341394386
130.71,46.2798,55.9724699,215,4.284062381,581.2162847,1.326569132
130.261,46.7696,149.9273892,88,3.867594323,598.6629003,0.991514475
130.399,46.7736,5930.704041,110,4.169406706,591.0541598,0.632768688
130.056,46.9788,50.71360338,92,3.088971105,621.8386984,1.314460512
133.259,47.8249,28.20996696,60,-0.354950059,592.4945987,0.285352038
130.352,46.816,6386.852153,78,4.179536063,592.1097664,0.243026466
129.507,44.7062,630.6057987,503,3.865185571,598.0637533,2.209892029
129.828,44.3833,380.6719344,841,3.357541073,608.2656786,2.003296122
130.833,44.0166,27.47572992,245,2.37247864,591.2403711,2.776909096
129.209,44.9029,33.61433608,488,2.79874321,630.2436559,3.743902969
130.025,45.4355,36.19981807,463,3.418487615,588.3436392,2.727265278
130.414,44.5659,32.72787458,511,2.943837014,593.3694442,2.100135923
129.203,44.0505,44.57561369,322,4.02039403,620.8112808,2.34240702
131.088,44.3996,271.3995775,459,1.067076861,599.5872618,2.657646904
129.527,44.4883,687.566827,285,4.801342695,581.7303969,1.76259526
129.867,44.6577,138.2750122,541,3.947858206,585.3765658,1.967270868
130.482,45.8273,83.45934555,229,4.183702244,576.2955042,1.64229167
131.456,45.8852,91.04535068,501,4.287381715,583.3714998,1.933381161
130.985,45.7565,2681.962093,197,4.566289475,570.4595618,1.811479166
131.154,45.9559,98.21265771,274,4.70244432,572.6616138,1.03772035
123.953,47.1341,93.11316354,137,4.745031692,474.7569351,0.05977154
126.008,47.583,78.48839568,258,2.43345247,539.5548989,0.551759487
123.583,47.2203,537.1365287,148,4.885100624,479.2220877,0.122572273
124.559,47.6598,55.95013295,133,3.736124934,498.2831459,0.196475114
123.829,48.0013,60.2365543,159,3.735468759,508.8258325,0.301436812
124.01,47.399,2976.115191,143,4.479457005,484.9634688,0.069426383
126.338,48.0015,75.38597864,255,1.817015256,557.5097519,0.58302596
125.693,48.1589,79.94163411,291,1.829036737,542.8688961,0.668560479
123.075,47.243,70.35218143,203,4.718229608,485.5839586,0.554166289
123.915,47.267,2923.168519,140,4.659982406,480.0501225,0.091213031
123.852,47.5609,60.46530977,147,4.421987416,491.1096633,0.088500957
125.061,48.4721,65.56429145,206,1.904749533,534.1068953,0.597519777
122.919,47.5762,188.8556128,337,4.317192341,503.0538182,1.05932758
123.544,46.5947,63.73014452,150,5.096251959,452.5885328,0.126710093
124.234,47.2847,360.930854,137,4.441680084,481.3507051,0.056306966
125.281,47.697,96.16530995,195,3.045039637,514.9129795,0.326317018
132.388,46.4003,33.16403367,77,3.954989031,585.0646954,1.199299944
131.509,46.5235,143.157948,188,4.746104864,574.6267995,1.383285857
131.138,46.8126,108.9297928,78,4.403463637,578.6054574,0.810031225
131.164,46.6433,2208.483495,234,4.443046956,580.9847306,2.052417628
131.186,46.4853,37.12258843,372,3.82181507,596.6289218,2.609748517
133.789,47.1259,17.53886835,167,0.121408307,610.1749668,1.16741065
131.283,46.6643,234.4648416,172,4.501196458,578.875352,1.101271411
131.841,46.781,59.79543475,68,4.625185532,565.9651763,0.278489931
125.371,46.5264,99.19156413,137,4.300849578,479.2040989,0.209233557
126.944,46.7385,253.2213759,146,3.420246131,565.868935,0.296429507
126.878,47.4351,103.4896981,224,2.523630337,572.627187,0.459808607
126.201,46.3499,124.2229165,145,4.190096022,517.0553785,0.259563738
125.828,47.1927,86.29820943,243,3.328286271,520.9000907,0.561822865
125.943,46.8382,107.2717752,200,3.711406569,515.6509815,0.4748468
127.829,47.059,47.68450475,189,2.254973428,628.7004046,0.962581002
127.709,47.575,49.13922376,251,1.800418792,622.8303495,0.81955201
126.579,46.8609,123.9346552,191,3.448667942,546.9297437,0.37492528
125.837,46.0011,153.8851587,164,4.614526897,497.7400911,0.252105215
129.996,48.7594,8.340723798,153,-2.094339317,587.3252029,1.506643924
128.283,46.9166,58.85187323,243,1.565614477,660.0350756,2.46616847
114.898,30.3307,1173.06537,78,17.41245156,1426.929749,0.728851249
114.718,30.4828,513.4482551,14,17.43725555,1386.967367,0.23637439
114.618,30.1706,256.756927,7,17.60357415,1453.129131,0.584798876
110.289,30.8223,118.1987494,942,13.86393197,1326.802923,7.555855418
109.506,30.3054,211.4610609,563,14.28650814,1435.776631,4.34580946
110.189,29.9155,60.23639475,1022,12.98078305,1539.740291,6.883997906
109.929,30.5755,154.3354821,914,13.79390109,1417.412283,4.289162647
109.234,29.4222,212.386021,627,15.76206096,1393.467638,3.653554879
108.816,30.2355,162.7528792,1213,13.64421546,1381.597202,4.813369996
108.993,29.7339,126.9589763,788,14.47259714,1388.699738,4.893810822
109.553,29.8829,103.6901363,1053,13.86909485,1486.716388,5.544644988
114.617,31.2857,286.1889348,70,16.5033284,1226.218281,1.202435737
115.929,29.9948,445.6297654,14,17.38104912,1541.900288,1.270191833
114.937,30.5124,1274.907984,30,17.40050741,1389.091863,0.262501127
115.467,30.9281,222.2355289,217,15.69451563,1377.738753,4.379069079
115.078,31.2141,248.0518764,50,16.01377603,1288.052016,2.980469564
115.588,30.3248,329.2819854,37,16.71803331,1473.206293,2.763289453
115.001,30.7181,328.1464492,154,16.86761603,1360.012972,1.53525687
115.614,30.0114,551.8810469,28,17.42638139,1511.132512,1.271131731
115.262,30.5044,366.151563,104,17.08125381,1413.490219,1.177007837
115.761,30.869,212.7259766,170,15.25345634,1415.967835,5.176659101
114.834,30.0682,560.143775,44,17.2852086,1482.562666,2.171921683
115.06,30.2359,7216.221814,21,17.51676681,1447.060235,0.645305667
114.894,30.2144,1480.64002,92,17.12702281,1457.43934,2.719622992
115.158,30.1795,1741.645765,114,17.2794884,1465.260246,2.460074677
114.98,30.1954,3473.535361,49,17.30790467,1458.16982,1.521599115
115.129,29.8255,325.260804,7,17.28822992,1525.601436,2.951163184
112.093,31.1734,213.6547284,390,16.45354454,1057.662815,1.5531120920000001
112.2,30.8899,743.0408656,108,17.05821062,1103.239781,0.434017952
113.101,31.0825,154.7374635,199,16.45669799,1126.936726,1.464679747
